@relation german_credit-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute checking_status {<0,0<=X<200,>=200,'no checking'}
@attribute duration numeric
@attribute credit_history {'no credits/all paid','all paid','existing paid','delayed previously','critical/other existing credit'}
@attribute purpose {'new car','used car',furniture/equipment,radio/tv,'domestic appliance',repairs,education,vacation,retraining,business,other}
@attribute credit_amount numeric
@attribute savings_status {<100,100<=X<500,500<=X<1000,>=1000,'no known savings'}
@attribute employment {unemployed,<1,1<=X<4,4<=X<7,>=7}
@attribute installment_commitment numeric
@attribute personal_status {'male div/sep','female div/dep/mar','male single','male mar/wid','female single'}
@attribute other_parties {none,'co applicant',guarantor}
@attribute residence_since numeric
@attribute property_magnitude {'real estate','life insurance',car,'no known property'}
@attribute age numeric
@attribute other_payment_plans {bank,stores,none}
@attribute housing {rent,own,'for free'}
@attribute existing_credits numeric
@attribute job {'unemp/unskilled non res','unskilled resident',skilled,'high qualif/self emp/mgmt'}
@attribute num_dependents numeric
@attribute own_telephone {none,yes}
@attribute foreign_worker {yes,no}
@attribute class {good,bad}

@data
<0,0.117647,'existing paid',furniture/equipment,0.088478,<100,<1,1,'female div/dep/mar',none,0,car,0.053571,none,rent,0,skilled,0,none,yes,good
<0,0.205882,'existing paid',radio/tv,0.129306,<100,1<=X<4,1,'male single',none,1,'no known property',0.821429,none,'for free',0.333333,skilled,0,none,yes,bad
'no checking',0.161765,'existing paid',radio/tv,0.095136,'no known savings',>=7,1,'male single',none,0.333333,car,0.285714,none,own,0,skilled,0,none,yes,good
>=200,0.029412,'existing paid',furniture/equipment,0.102674,<100,1<=X<4,0.333333,'male single',none,0.333333,'real estate',0.392857,none,own,0,skilled,0,yes,yes,good
0<=X<200,0.073529,'all paid','new car',0.065313,100<=X<500,4<=X<7,0.333333,'male single',none,0.666667,'no known property',0.178571,none,own,0,skilled,0,none,yes,bad
'no checking',0.558824,'critical/other existing credit',furniture/equipment,0.20865,500<=X<1000,1<=X<4,1,'male single',none,1,'real estate',0.303571,none,own,0.333333,skilled,0,yes,yes,good
'no checking',0.073529,'existing paid',education,0.197095,'no known savings',>=7,0,'male single',none,1,'real estate',0.803571,none,own,0,'unskilled resident',0,none,yes,good
<0,0.294118,'existing paid',radio/tv,0.187631,<100,1<=X<4,0.333333,'female div/dep/mar',none,1,car,0.160714,none,own,0,skilled,0,none,yes,good
<0,0.205882,'all paid',furniture/equipment,0.071696,<100,1<=X<4,1,'male single',none,0.666667,car,0.446429,bank,own,0,skilled,0,none,yes,bad
0<=X<200,0.161765,'existing paid',radio/tv,0.065698,'no known savings',<1,1,'male single',none,0,'life insurance',0.071429,none,own,0,skilled,0,none,yes,good
'no checking',0.073529,'existing paid',furniture/equipment,0.095191,<100,<1,0.333333,'female div/dep/mar','co applicant',0.333333,car,0,none,rent,0.333333,skilled,0,none,yes,bad
0<=X<200,0.294118,'existing paid','new car',0.060801,<100,<1,0.666667,'female div/dep/mar',none,1,car,0.107143,none,own,0,'unskilled resident',0,yes,yes,bad
'no checking',0.117647,'existing paid',education,0.062892,<100,>=7,1,'male single',none,1,'life insurance',0.5,bank,own,0.666667,skilled,1,yes,yes,good
'no checking',0.294118,'existing paid',radio/tv,0.061957,500<=X<1000,4<=X<7,1,'female div/dep/mar',none,0,car,0.160714,none,own,0,skilled,0,none,yes,good
'no checking',0.823529,'delayed previously',radio/tv,0.847529,<100,4<=X<7,0.333333,'male single',none,1,car,0.035714,none,own,0.333333,skilled,0,yes,yes,good
'no checking',0.117647,'existing paid',radio/tv,0.068394,<100,<1,1,'female div/dep/mar',none,0.666667,car,0.267857,none,own,0,skilled,1,none,yes,good
<0,0.558824,'delayed previously',radio/tv,0.226697,<100,4<=X<7,0.666667,'male single',none,0.333333,'life insurance',0.125,bank,own,0.333333,skilled,1,yes,yes,bad
<0,0.205882,'existing paid',education,0.027512,<100,unemployed,1,'female div/dep/mar',none,0,'real estate',0.142857,none,own,0,'unemp/unskilled non res',0,none,yes,bad
0<=X<200,0.161765,'existing paid',repairs,0.058215,<100,>=7,1,'male single',none,1,car,0.339286,none,own,0.333333,'unskilled resident',0,none,yes,good
'no checking',0.161765,'existing paid',education,0.240618,100<=X<500,1<=X<4,0.666667,'male single',none,0.333333,'life insurance',0.375,none,own,0,'high qualif/self emp/mgmt',0,yes,yes,bad
'no checking',0.294118,'critical/other existing credit',radio/tv,0.088093,<100,4<=X<7,1,'male mar/wid',guarantor,0.333333,car,0.25,none,own,0.333333,skilled,0,yes,yes,good
<0,0.205882,'critical/other existing credit',radio/tv,0.089689,<100,4<=X<7,1,'male mar/wid',none,0,'life insurance',0.232143,none,own,0.333333,'high qualif/self emp/mgmt',0,yes,yes,good
'no checking',0.470588,'delayed previously',business,0.425333,'no known savings',<1,1,'male single',none,1,car,0.142857,none,rent,0.333333,skilled,0,yes,yes,bad
<0,0.382353,'no credits/all paid',furniture/equipment,0.238418,<100,1<=X<4,0.333333,'male div/sep',guarantor,0.333333,'real estate',0.232143,none,own,0.333333,skilled,0,none,yes,good
'no checking',0.117647,'existing paid','new car',0.062507,500<=X<1000,1<=X<4,0.333333,'female div/dep/mar',none,0.333333,'life insurance',0.125,none,own,0,skilled,0,none,yes,bad
>=200,0.294118,'existing paid','new car',0.038351,<100,4<=X<7,1,'male single',none,0.666667,'no known property',0.339286,bank,'for free',0,skilled,1,none,yes,bad
<0,0.117647,'existing paid',education,0.02388,<100,1<=X<4,1,'male single',none,1,car,0.375,none,rent,0,'unskilled resident',1,none,yes,bad
<0,0.647059,'existing paid',education,0.397601,<100,4<=X<7,1,'male single',none,0,'no known property',0.553571,none,'for free',0,'high qualif/self emp/mgmt',0,yes,yes,good
0<=X<200,0.117647,'existing paid',furniture/equipment,0.092,<100,1<=X<4,1,'male single',none,0.333333,'life insurance',0.321429,none,own,0,'unskilled resident',0,none,yes,bad
<0,0.294118,'existing paid','new car',0.112964,<100,>=7,1,'male single','co applicant',0,'real estate',0.464286,none,own,0,skilled,0,none,yes,bad
0<=X<200,0.470588,'delayed previously','new car',0.431165,100<=X<500,>=7,0.333333,'male single',none,1,car,0.410714,none,own,1,'high qualif/self emp/mgmt',0,yes,yes,bad
'no checking',0.294118,'critical/other existing credit','used car',0.11533,<100,4<=X<7,1,'male single',none,0.666667,car,0.285714,none,own,0.333333,skilled,0,yes,yes,good
<0,0.147059,'existing paid','new car',0.204853,<100,unemployed,0,'male single',none,1,'no known property',0.053571,none,'for free',0,skilled,0,none,yes,good
0<=X<200,0.117647,'existing paid','new car',0.035105,<100,>=7,1,'male single',none,1,car,0.392857,bank,own,0,'unskilled resident',1,none,yes,bad
'no checking',0.647059,'existing paid',radio/tv,0.548696,'no known savings',4<=X<7,1,'male single',none,0.666667,car,0.321429,stores,own,0,skilled,0,yes,yes,good
0<=X<200,0.382353,'no credits/all paid',business,0.218499,<100,1<=X<4,0.333333,'female div/dep/mar',none,0,car,0.160714,none,own,0.333333,skilled,0,none,yes,good
0<=X<200,0.205882,'critical/other existing credit',furniture/equipment,0.33625,<100,>=7,0.333333,'male single',none,0,'no known property',0.392857,none,own,0,skilled,0,yes,yes,good
>=200,0.117647,'existing paid',radio/tv,0.05761,<100,1<=X<4,0.666667,'male mar/wid',none,1,'real estate',0.071429,none,rent,0,skilled,0,none,yes,good
<0,0.117647,'existing paid','new car',0.035765,'no known savings',1<=X<4,1,'male mar/wid',none,0.333333,car,0.071429,none,own,0,skilled,0,none,yes,bad
'no checking',0.25,'existing paid',furniture/equipment,0.109552,<100,>=7,1,'male single',none,0.333333,'real estate',0.553571,none,own,0.333333,skilled,0,none,yes,good
0<=X<200,0.029412,'delayed previously',furniture/equipment,0.044019,<100,unemployed,1,'male single',none,0,'life insurance',0.285714,stores,own,0.333333,'high qualif/self emp/mgmt',0,yes,yes,good
>=200,0.029412,'critical/other existing credit',education,0.043854,<100,1<=X<4,0.333333,'female div/dep/mar',none,1,'life insurance',0.553571,none,own,0,'unskilled resident',0,none,yes,good
'no checking',0.294118,'critical/other existing credit',other,0.333663,<100,unemployed,1,'male single','co applicant',0.333333,'no known property',0.142857,bank,own,0.333333,'high qualif/self emp/mgmt',0,yes,yes,good
0<=X<200,0.382353,'all paid',furniture/equipment,0.178607,>=1000,1<=X<4,1,'male single',none,0.333333,car,0.267857,stores,own,0,skilled,1,yes,yes,good
'no checking',0.647059,'all paid',business,0.184824,<100,1<=X<4,0,'female div/dep/mar',none,0,'real estate',0.142857,stores,own,0,skilled,0,none,yes,good
<0,0.117647,'critical/other existing credit','new car',0.252724,<100,>=7,0.666667,'male single','co applicant',1,'life insurance',0.428571,none,rent,0.333333,skilled,0,yes,yes,bad
>=200,0.382353,'critical/other existing credit',radio/tv,0.15225,<100,>=7,1,'male single',none,1,'life insurance',0.5,none,own,0,skilled,0,none,yes,good
'no checking',0.294118,'critical/other existing credit',business,0.213987,100<=X<500,1<=X<4,0.666667,'male single',none,0.666667,'life insurance',0.142857,none,own,0.333333,'unskilled resident',0,yes,yes,good
'no checking',0.470588,'existing paid',business,0.30219,100<=X<500,4<=X<7,0.333333,'male single',none,0.333333,car,0.214286,none,own,0.333333,skilled,0,yes,yes,good
'no checking',0.823529,'existing paid','new car',0.556619,<100,>=7,0.333333,'male single',none,1,'life insurance',0.410714,none,own,0,'high qualif/self emp/mgmt',0,yes,yes,good
'no checking',0.029412,'critical/other existing credit','new car',0.100693,500<=X<1000,1<=X<4,0,'male mar/wid',none,0.333333,car,0.089286,none,own,0,skilled,0,none,yes,good
'no checking',0.25,'delayed previously',business,0.128205,500<=X<1000,<1,1,'male single',none,0.333333,'real estate',0.392857,bank,own,0,'unskilled resident',1,none,yes,bad
'no checking',0.382353,'critical/other existing credit',radio/tv,0.235501,<100,4<=X<7,1,'female div/dep/mar',none,1,car,0.125,none,rent,0,'high qualif/self emp/mgmt',0,yes,yes,good
'no checking',0.294118,'critical/other existing credit',furniture/equipment,0.269616,<100,>=7,1,'male single',none,1,car,0.25,none,own,0,skilled,0,yes,yes,good
0<=X<200,1,'existing paid',radio/tv,0.294101,100<=X<500,1<=X<4,0.333333,'male mar/wid',none,0.333333,car,0.089286,none,own,0,skilled,0,none,yes,bad
<0,0.294118,'existing paid',radio/tv,0.11742,<100,>=7,1,'male single',none,1,'real estate',0.803571,bank,rent,0,'unskilled resident',0,none,yes,good
'no checking',0.205882,'existing paid',radio/tv,0.066193,<100,<1,0.666667,'female div/dep/mar',none,0,'real estate',0.125,none,own,0,skilled,0,none,yes,good
'no checking',0.029412,'existing paid',education,0.07087,<100,<1,0,'female div/dep/mar',none,0.333333,'no known property',0.660714,none,own,0,skilled,0,none,yes,good
'no checking',0.117647,'existing paid',radio/tv,0.111643,'no known savings',1<=X<4,1,'male single',none,1,'no known property',0.321429,none,'for free',0,skilled,0,yes,yes,good
'no checking',0.161765,'delayed previously',radio/tv,0.067569,<100,1<=X<4,1,'male mar/wid',none,0.666667,'real estate',0.25,bank,own,0.333333,skilled,0,none,yes,good
'no checking',0.294118,'critical/other existing credit',radio/tv,0.26703,<100,<1,0.666667,'male mar/wid',none,0.666667,'no known property',0.5,none,'for free',0.666667,skilled,0,yes,yes,good
0<=X<200,0.470588,'delayed previously',business,0.528612,100<=X<500,4<=X<7,0,'male single',none,0.666667,'life insurance',0.214286,none,own,0.333333,'unskilled resident',1,yes,yes,good
'no checking',0.823529,'existing paid','new car',0.345384,'no known savings',1<=X<4,1,'male single',none,1,'no known property',0.267857,none,'for free',0,skilled,1,yes,yes,good
>=200,0.088235,'critical/other existing credit',radio/tv,0.060361,'no known savings',4<=X<7,1,'male single',none,0.333333,'life insurance',0.142857,none,own,0.333333,skilled,0,yes,yes,good
0<=X<200,0.470588,'delayed previously','new car',0.143722,100<=X<500,>=7,1,'male single',none,0.666667,'no known property',0.196429,none,'for free',0,skilled,0,none,yes,good
'no checking',0.073529,'existing paid',radio/tv,0.137724,100<=X<500,>=7,0.666667,'male single','co applicant',1,car,0.285714,none,own,0,skilled,0,yes,yes,good
<0,0.117647,'existing paid','new car',0.187135,>=1000,1<=X<4,0,'male single',none,0.666667,'life insurance',0.214286,none,own,0,skilled,1,none,yes,good
<0,0.161765,'critical/other existing credit',furniture/equipment,0.039892,<100,1<=X<4,0.333333,'male div/sep',none,0.666667,'life insurance',0.107143,none,own,0.333333,skilled,0,none,yes,good
0<=X<200,0.161765,'existing paid',repairs,0.131011,100<=X<500,1<=X<4,0.666667,'female div/dep/mar',none,0.333333,'real estate',0.107143,none,own,0,'unskilled resident',0,none,yes,good
0<=X<200,0.294118,'existing paid',radio/tv,0.145593,100<=X<500,<1,0.333333,'male single',none,0,car,0.178571,none,own,0,skilled,0,none,yes,good
<0,0.029412,'critical/other existing credit','new car',0.245736,'no known savings',<1,0,'male single',none,0.666667,'real estate',0.446429,none,own,0.333333,'unskilled resident',1,none,yes,good
'no checking',0.294118,'existing paid',radio/tv,0.111918,<100,4<=X<7,1,'male single',none,0.333333,car,0.160714,none,own,0,skilled,0,yes,yes,good
'no checking',0.029412,'existing paid','used car',0.054253,500<=X<1000,1<=X<4,0.333333,'male single',none,1,'life insurance',0.553571,none,rent,0,skilled,0,none,yes,good
0<=X<200,0.117647,'existing paid',radio/tv,0.046935,<100,4<=X<7,1,'male single',guarantor,0.666667,'real estate',0.178571,none,own,0.333333,skilled,0,none,no,good
'no checking',0.117647,'critical/other existing credit','new car',0.037196,<100,unemployed,0,'female div/dep/mar',none,0.333333,'life insurance',0.339286,none,own,0,'unemp/unskilled non res',0,none,yes,good
'no checking',0.205882,'critical/other existing credit',radio/tv,0.085287,<100,1<=X<4,1,'male single',none,0.333333,car,0.089286,none,own,0.333333,skilled,0,none,yes,good
>=200,0.161765,'existing paid',education,0.091064,<100,>=7,1,'male single',none,1,car,0.375,none,rent,0,'high qualif/self emp/mgmt',0,yes,yes,good
'no checking',0.117647,'existing paid',furniture/equipment,0.048036,500<=X<1000,1<=X<4,1,'female div/dep/mar',none,1,car,0.178571,none,rent,0,'unskilled resident',0,none,yes,bad
<0,0.647059,'critical/other existing credit','used car',0.334599,<100,>=7,1,'male single',none,1,'no known property',0.482143,none,'for free',0.333333,skilled,0,yes,yes,bad
>=200,0.294118,'existing paid',radio/tv,0.062012,100<=X<500,>=7,1,'female div/dep/mar',none,0.333333,'no known property',0.5,none,'for free',0,skilled,0,yes,yes,good
0<=X<200,0.382353,'delayed previously',business,0.123968,100<=X<500,>=7,1,'male single',none,0.333333,'life insurance',0.392857,stores,own,0.333333,skilled,0,none,yes,good
0<=X<200,0.338235,'existing paid',business,0.125344,<100,<1,1,'female div/dep/mar',none,0,'life insurance',0.232143,none,own,0,skilled,1,yes,yes,good
'no checking',0.161765,'existing paid','new car',0.27919,500<=X<1000,>=7,0,'female div/dep/mar',none,1,'no known property',0.285714,none,'for free',0,skilled,0,none,yes,good
0<=X<200,0.647059,'existing paid','new car',0.347199,100<=X<500,4<=X<7,0.666667,'male single',none,0.333333,'life insurance',0.089286,none,own,0,skilled,0,none,yes,bad
0<=X<200,0.117647,'no credits/all paid',furniture/equipment,0.149609,<100,<1,1,'female div/dep/mar',none,0.666667,'life insurance',0.107143,none,rent,0.333333,skilled,0,none,yes,bad
0<=X<200,0.073529,'existing paid',radio/tv,0.052603,<100,>=7,1,'female div/dep/mar',none,1,'real estate',0.107143,none,own,0,skilled,0,none,yes,good
0<=X<200,0.073529,'existing paid',radio/tv,0.102784,<100,1<=X<4,0.333333,'male single',none,0.333333,'real estate',0.321429,none,own,0,'unskilled resident',1,none,yes,good
'no checking',0.205882,'critical/other existing credit',radio/tv,0.020854,500<=X<1000,>=7,1,'male single',none,0.666667,'life insurance',0.232143,bank,own,0.333333,'high qualif/self emp/mgmt',0,yes,yes,good
<0,0.029412,'all paid',education,0.052162,<100,>=7,1,'female div/dep/mar',none,1,'no known property',0.285714,none,'for free',0,skilled,0,none,yes,bad
'no checking',0.25,'existing paid','used car',0.122483,'no known savings',>=7,1,'male single',none,1,'real estate',0.482143,none,own,0,'high qualif/self emp/mgmt',0,yes,yes,good
<0,0.073529,'critical/other existing credit',radio/tv,0.048861,<100,1<=X<4,1,'male single',none,1,'real estate',0.107143,none,own,0.333333,'unskilled resident',0,none,yes,good
0<=X<200,0.823529,'existing paid','new car',0.758061,<100,4<=X<7,1,'male single',none,0.333333,'no known property',0.142857,none,own,0,'high qualif/self emp/mgmt',0,yes,yes,bad
'no checking',0.382353,'critical/other existing credit','used car',0.404204,'no known savings',>=7,0,'male single',none,1,car,0.785714,none,own,0.333333,skilled,0,none,yes,good
'no checking',0.382353,'critical/other existing credit',radio/tv,0.155552,'no known savings',>=7,0.666667,'male single',none,0.333333,car,0.375,none,own,0.333333,skilled,1,yes,yes,good
'no checking',0.205882,'existing paid',radio/tv,0.069055,<100,1<=X<4,1,'male single',none,0.333333,'no known property',0.232143,none,'for free',0,'high qualif/self emp/mgmt',0,yes,yes,good
>=200,0.294118,'critical/other existing credit',radio/tv,0.159459,'no known savings',1<=X<4,0.666667,'male single',none,0.333333,car,0.214286,none,own,0.333333,skilled,0,yes,yes,good
0<=X<200,0.235294,'no credits/all paid','used car',0.32453,100<=X<500,>=7,0.666667,'male mar/wid',none,1,car,0.214286,bank,own,0.333333,skilled,0,yes,yes,good
>=200,0.073529,'no credits/all paid',radio/tv,0.059811,<100,<1,1,'male single',none,0.333333,car,0.267857,none,own,0.333333,'high qualif/self emp/mgmt',0,yes,yes,bad
0<=X<200,0.029412,'all paid',education,0.010069,>=1000,<1,1,'female div/dep/mar',none,0.333333,'life insurance',0.089286,bank,rent,0,skilled,1,none,yes,bad
<0,0.117647,'existing paid','new car',0.053813,<100,1<=X<4,1,'female div/dep/mar',none,0.333333,'real estate',0.089286,none,own,0,'unskilled resident',0,none,yes,bad
0<=X<200,0.073529,'existing paid',radio/tv,0.029713,500<=X<1000,1<=X<4,1,'female div/dep/mar',none,0.666667,'real estate',0.839286,none,own,0,'unskilled resident',0,none,yes,good
'no checking',0.338235,'existing paid','new car',0.127655,<100,1<=X<4,0.666667,'female div/dep/mar',none,0.666667,'real estate',0.035714,none,rent,0,skilled,0,none,yes,bad
'no checking',0.029412,'critical/other existing credit','new car',0,>=1000,1<=X<4,0.333333,'female div/dep/mar',none,0.333333,'real estate',0.392857,bank,own,0.333333,'unskilled resident',0,none,yes,good
'no checking',0.161765,'critical/other existing credit',radio/tv,0.058655,500<=X<1000,1<=X<4,0.333333,'male mar/wid',none,0.333333,'life insurance',0.5,none,own,0.333333,'unskilled resident',0,none,yes,good
<0,0.205882,'existing paid',radio/tv,0.089799,<100,1<=X<4,1,'female div/dep/mar',none,1,car,0.107143,bank,rent,0.333333,skilled,0,none,yes,bad
0<=X<200,0.647059,'all paid',business,0.339276,<100,>=7,1,'female div/dep/mar',none,0.666667,'no known property',0.714286,none,rent,0,skilled,0,none,yes,bad
>=200,0.294118,'critical/other existing credit',business,0.056399,>=1000,1<=X<4,0.333333,'male div/sep',none,1,'real estate',0.303571,none,own,0.333333,skilled,0,yes,yes,good
0<=X<200,0.294118,'delayed previously',radio/tv,0.338561,<100,<1,0,'male single',none,0.333333,car,0.25,none,own,0,skilled,0,none,yes,good
<0,0.294118,'existing paid',radio/tv,0.095576,<100,1<=X<4,0.333333,'male single',none,1,'real estate',0.035714,none,rent,0,'unskilled resident',1,none,yes,bad
0<=X<200,0.058824,'existing paid',radio/tv,0.028062,<100,4<=X<7,1,'female div/dep/mar',guarantor,0.333333,'real estate',0.446429,none,own,0,'unskilled resident',0,none,yes,good
'no checking',0.294118,'existing paid','used car',0.129471,>=1000,1<=X<4,0.333333,'female div/dep/mar',none,1,car,0.160714,none,rent,0,skilled,0,yes,yes,good
'no checking',0,'critical/other existing credit','new car',0.172224,<100,4<=X<7,0,'female div/dep/mar',none,0,'real estate',0.321429,none,own,0,skilled,1,none,yes,good
0<=X<200,0.470588,'all paid','domestic appliance',0.205788,'no known savings',<1,0.666667,'female div/dep/mar',none,0.333333,'no known property',0.178571,bank,own,0,'unemp/unskilled non res',0,none,yes,good
0<=X<200,0.294118,'existing paid','used car',0.622318,<100,1<=X<4,0,'female div/dep/mar',none,1,car,0.071429,none,rent,0.333333,'high qualif/self emp/mgmt',0,none,yes,bad
<0,0.205882,'existing paid','new car',0.227248,100<=X<500,1<=X<4,0.666667,'male single',none,1,car,0.285714,none,own,0,'unskilled resident',1,yes,yes,good
'no checking',0.029412,'critical/other existing credit','new car',0.358259,<100,4<=X<7,0,'male single',none,0.666667,'no known property',0.464286,none,own,0.333333,'high qualif/self emp/mgmt',1,yes,yes,good
0<=X<200,0.382353,'no credits/all paid',business,0.221745,100<=X<500,1<=X<4,1,'female div/dep/mar',none,1,car,0.125,none,rent,0.333333,'unskilled resident',0,none,yes,bad
<0,0.294118,'all paid','new car',0.114174,100<=X<500,4<=X<7,0.333333,'male single',none,0.666667,car,0.232143,bank,own,0,skilled,0,none,yes,good
0<=X<200,0.088235,'all paid',radio/tv,0.043909,<100,1<=X<4,1,'male single',none,1,'real estate',0.071429,stores,own,0,'unskilled resident',0,none,yes,good
'no checking',0.25,'existing paid',radio/tv,0.160119,'no known savings',>=7,1,'male single',none,0.666667,'life insurance',0.392857,none,own,0,skilled,0,yes,yes,good
<0,0.294118,'all paid',furniture/equipment,0.122868,500<=X<1000,1<=X<4,1,'male single',none,1,'real estate',0.053571,stores,own,0,skilled,0,yes,yes,good
<0,0.514706,'critical/other existing credit',furniture/equipment,0.766425,'no known savings',4<=X<7,1,'male single',none,1,'life insurance',0.196429,none,own,0.333333,'high qualif/self emp/mgmt',0,yes,yes,good
<0,0.132353,'critical/other existing credit',business,0.085122,<100,<1,0.666667,'male single',none,0,'life insurance',0.160714,bank,own,0.333333,'unskilled resident',0,none,yes,good
<0,0.161765,'existing paid','new car',0.124408,<100,unemployed,0,'female div/dep/mar',none,1,car,0.071429,none,rent,0,skilled,0,none,yes,good
<0,0.117647,'existing paid','new car',0.056344,<100,<1,0.666667,'female div/dep/mar',none,0,'real estate',0.321429,none,own,0,'unskilled resident',0,none,yes,bad
'no checking',0.25,'existing paid','used car',0.275008,'no known savings',1<=X<4,0,'male single',none,0.666667,car,0.125,none,own,0,skilled,0,none,yes,good
'no checking',0.161765,'existing paid','used car',0.152911,<100,4<=X<7,0.333333,'male single',none,0.333333,car,0.25,none,own,0,skilled,0,none,yes,good
<0,0.029412,'existing paid',furniture/equipment,0.009794,<100,>=7,0.333333,'female div/dep/mar',none,0,'life insurance',0.535714,bank,own,0,skilled,0,yes,yes,good
<0,0.205882,'existing paid','new car',0.039947,<100,<1,0,'female div/dep/mar',none,0.333333,car,0.071429,none,own,0,'unskilled resident',0,none,yes,bad
0<=X<200,0.117647,'existing paid',business,0.032519,100<=X<500,4<=X<7,0.333333,'female div/dep/mar',none,1,'real estate',0.071429,none,rent,0,'unskilled resident',0,none,yes,good
'no checking',0.382353,'critical/other existing credit',radio/tv,0.303786,<100,4<=X<7,1,'female div/dep/mar',none,0.333333,car,0.107143,none,own,0.333333,skilled,0,none,yes,good
'no checking',0.117647,'delayed previously',repairs,0.071806,>=1000,>=7,1,'male single',none,1,'no known property',0.642857,none,'for free',0.333333,skilled,1,none,yes,bad
<0,0.294118,'existing paid','new car',0.056949,'no known savings',4<=X<7,1,'female div/dep/mar',none,1,'no known property',0.232143,none,rent,0,skilled,0,none,yes,bad
>=200,0.029412,'critical/other existing credit','new car',0.05772,<100,1<=X<4,0,'male single',none,0,'real estate',0.982143,none,own,0.666667,'unemp/unskilled non res',1,none,no,good
>=200,0.161765,'critical/other existing credit',radio/tv,0.056179,'no known savings',1<=X<4,0.666667,'male single',none,1,'no known property',0.357143,none,'for free',0.333333,skilled,0,yes,yes,bad
'no checking',0.294118,'existing paid','new car',0.062892,<100,1<=X<4,0.333333,'male single',guarantor,0.333333,'real estate',0.214286,none,own,0,skilled,0,yes,yes,good
<0,0.117647,'critical/other existing credit','new car',0.024265,<100,>=7,1,'male single',none,0.666667,'life insurance',0.285714,none,own,0.333333,skilled,0,none,yes,bad
'no checking',0.161765,'critical/other existing credit','new car',0.263838,'no known savings',>=7,0,'female div/dep/mar',none,1,car,0.714286,none,own,0,skilled,0,yes,yes,good
<0,0.205882,'critical/other existing credit',furniture/equipment,0.103114,<100,1<=X<4,1,'female div/dep/mar',none,1,'real estate',0.089286,none,rent,0.333333,skilled,0,none,yes,bad
<0,0.117647,'existing paid',radio/tv,0.108066,<100,1<=X<4,1,'male single',none,0.666667,'life insurance',0.089286,none,own,0,'unskilled resident',0,none,yes,good
'no checking',0.25,'critical/other existing credit','new car',0.683944,'no known savings',>=7,1,'male single',none,1,'no known property',0.196429,none,'for free',0,'high qualif/self emp/mgmt',0,yes,yes,bad
'no checking',0.294118,'critical/other existing credit','new car',0.121767,100<=X<500,4<=X<7,1,'male mar/wid',none,0.666667,'life insurance',0.142857,none,own,0.333333,skilled,0,yes,yes,good
0<=X<200,0.117647,'existing paid',radio/tv,0.049796,<100,>=7,0.666667,'male mar/wid',guarantor,0.666667,'real estate',0.375,bank,own,0.333333,'unskilled resident',0,none,yes,good
<0,0.382353,'existing paid',furniture/equipment,0.157258,<100,<1,0.333333,'male div/sep',none,1,'life insurance',0.214286,none,own,0,'unskilled resident',0,none,yes,bad
'no checking',0.088235,'existing paid','used car',0.145868,'no known savings',<1,0,'female div/dep/mar',none,1,'real estate',0.214286,none,rent,0,skilled,0,none,yes,good
0<=X<200,0.117647,'critical/other existing credit',furniture/equipment,0.185265,<100,>=7,0,'male single',none,1,car,0.160714,none,rent,0.666667,skilled,0,yes,yes,good
'no checking',0.117647,'critical/other existing credit',radio/tv,0.077308,<100,>=7,0.333333,'male single',none,1,'real estate',0.785714,none,own,0.333333,'unskilled resident',0,yes,yes,good
<0,0.294118,'existing paid','used car',0.140971,'no known savings',>=7,0.333333,'female div/dep/mar',none,1,'real estate',0.125,none,rent,0,skilled,0,none,yes,good
<0,0.470588,'critical/other existing credit',education,0.43001,<100,1<=X<4,0.666667,'female div/dep/mar',none,0.333333,'no known property',0.107143,none,own,0.333333,'high qualif/self emp/mgmt',0,yes,yes,bad
'no checking',0.25,'critical/other existing credit','used car',0.166447,<100,>=7,0,'male single',none,1,car,0.303571,none,own,0,'high qualif/self emp/mgmt',0,yes,yes,good
'no checking',0.294118,'critical/other existing credit',radio/tv,0.108562,100<=X<500,>=7,1,'male single',none,1,'life insurance',0.589286,bank,own,0.333333,skilled,0,none,yes,good
>=200,0.117647,'critical/other existing credit','new car',0.067679,500<=X<1000,unemployed,0.333333,'male single',none,1,'no known property',0.839286,bank,'for free',0.666667,'unemp/unskilled non res',0,none,yes,good
<0,0.294118,'existing paid','new car',0.061682,'no known savings',1<=X<4,1,'female div/dep/mar',none,1,'real estate',0.107143,none,rent,0,skilled,0,none,yes,bad
'no checking',0.470588,'critical/other existing credit','new car',0.180753,<100,4<=X<7,1,'male single',none,1,car,0.321429,none,own,0.333333,skilled,0,yes,yes,good
<0,0.205882,'existing paid',radio/tv,0.179322,<100,4<=X<7,1,'female div/dep/mar',guarantor,0,'real estate',0.107143,none,own,0,skilled,0,none,yes,good
'no checking',0.470588,'critical/other existing credit','used car',0.300484,>=1000,>=7,1,'male single',none,0.333333,car,0.339286,none,own,0.333333,'high qualif/self emp/mgmt',0,yes,yes,good
0<=X<200,0.205882,'existing paid',repairs,0.199296,<100,unemployed,0.333333,'female div/dep/mar',none,1,car,0.857143,none,own,0,skilled,0,yes,yes,good
0<=X<200,0.514706,'critical/other existing credit',radio/tv,0.257676,<100,4<=X<7,0.333333,'male single',guarantor,0.333333,'real estate',0.107143,none,own,0.333333,skilled,0,none,yes,bad
